user_id,product_id
2120e217-f8c0-45b9-9e69-6e5aec9b20ed,623ed871-c0d7-4fdd-9d56-dc1e8f29d1a5
2120e217-f8c0-45b9-9e69-6e5aec9b20ed,3867a1d0-2a6d-472e-9527-7e992645857c
2120e217-f8c0-45b9-9e69-6e5aec9b20ed,c17b42a3-0493-4b7a-b824-c19f40af3717
23b881dc-9aa8-4513-8aa5-b7b6070876f2,a1fa1332-36b3-4cbf-a208-726434c824b6
c002b704-75fb-4b04-87de-d59972b7f776,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
c002b704-75fb-4b04-87de-d59972b7f776,c3d159a0-c022-44d2-a536-0795551fa75d
e27b5f68-e3aa-49a1-a2dd-78945c0d8b9c,edacd576-9bd3-481b-abe7-d936dac001b2
e27b5f68-e3aa-49a1-a2dd-78945c0d8b9c,c3d159a0-c022-44d2-a536-0795551fa75d
e27b5f68-e3aa-49a1-a2dd-78945c0d8b9c,3867a1d0-2a6d-472e-9527-7e992645857c
88e471cd-b17f-4bf0-8cbb-fe5c95671da5,42228fd4-8981-44d4-9c0c-41826df821f2
88e471cd-b17f-4bf0-8cbb-fe5c95671da5,55218784-1ccb-4150-ab83-0f4f29ce4bd9
88e471cd-b17f-4bf0-8cbb-fe5c95671da5,47507b3d-0ae0-4e26-a3d4-546042759751
9a0e8bc0-8bfc-4770-97a1-66314a07df71,a1fa1332-36b3-4cbf-a208-726434c824b6
9a0e8bc0-8bfc-4770-97a1-66314a07df71,47507b3d-0ae0-4e26-a3d4-546042759751
9a0e8bc0-8bfc-4770-97a1-66314a07df71,c3d159a0-c022-44d2-a536-0795551fa75d
98f5e55f-9360-4386-976a-31e07995af70,ba945004-9ec7-4787-8e22-1f29e4370977
98f5e55f-9360-4386-976a-31e07995af70,a1fa1332-36b3-4cbf-a208-726434c824b6
98f5e55f-9360-4386-976a-31e07995af70,edacd576-9bd3-481b-abe7-d936dac001b2
bd614491-1977-41c4-9228-251e2150ee18,47507b3d-0ae0-4e26-a3d4-546042759751
bd614491-1977-41c4-9228-251e2150ee18,55218784-1ccb-4150-ab83-0f4f29ce4bd9
bd614491-1977-41c4-9228-251e2150ee18,a4dec175-cf7a-4450-a4de-0011652817e4
9f791ac8-936b-4cef-9add-7a620dddea42,623ed871-c0d7-4fdd-9d56-dc1e8f29d1a5
9f791ac8-936b-4cef-9add-7a620dddea42,bc7e9704-5dd7-4699-a154-f984f3814246
9f791ac8-936b-4cef-9add-7a620dddea42,3867a1d0-2a6d-472e-9527-7e992645857c
9f791ac8-936b-4cef-9add-7a620dddea42,a1fa1332-36b3-4cbf-a208-726434c824b6
ec571e2d-eaeb-4d2a-b14e-e880813fcc2d,a42a5f8c-fa99-4397-a6d4-a9d0145dfcab
ec571e2d-eaeb-4d2a-b14e-e880813fcc2d,42228fd4-8981-44d4-9c0c-41826df821f2
f062242b-308b-45ca-b8f8-cdbc8c463623,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
f062242b-308b-45ca-b8f8-cdbc8c463623,a42a5f8c-fa99-4397-a6d4-a9d0145dfcab
f062242b-308b-45ca-b8f8-cdbc8c463623,c3d159a0-c022-44d2-a536-0795551fa75d
f062242b-308b-45ca-b8f8-cdbc8c463623,47507b3d-0ae0-4e26-a3d4-546042759751
d08778a1-65c9-44aa-99d3-11b0257455c9,c17b42a3-0493-4b7a-b824-c19f40af3717
8c357809-50fb-491c-824d-2763a65b7cf7,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
8c357809-50fb-491c-824d-2763a65b7cf7,c3d159a0-c022-44d2-a536-0795551fa75d
8c357809-50fb-491c-824d-2763a65b7cf7,edacd576-9bd3-481b-abe7-d936dac001b2
f14ccefb-37fa-4ee0-a384-9be486c71e06,42228fd4-8981-44d4-9c0c-41826df821f2
f14ccefb-37fa-4ee0-a384-9be486c71e06,47507b3d-0ae0-4e26-a3d4-546042759751
9d78c95c-426e-4403-9707-f38426370830,ba945004-9ec7-4787-8e22-1f29e4370977
9d78c95c-426e-4403-9707-f38426370830,a4dec175-cf7a-4450-a4de-0011652817e4
9d78c95c-426e-4403-9707-f38426370830,47507b3d-0ae0-4e26-a3d4-546042759751
3dd7095c-6dee-46ea-b2bc-fdb9479d4508,edacd576-9bd3-481b-abe7-d936dac001b2
3dd7095c-6dee-46ea-b2bc-fdb9479d4508,55218784-1ccb-4150-ab83-0f4f29ce4bd9
60895ed5-411a-4266-9639-7bd16337289d,a4dec175-cf7a-4450-a4de-0011652817e4
60895ed5-411a-4266-9639-7bd16337289d,c57361aa-6c8d-4b80-9888-53a309e3ec25
60895ed5-411a-4266-9639-7bd16337289d,a42a5f8c-fa99-4397-a6d4-a9d0145dfcab
0cf3076a-13ea-41d9-b699-0f90460d65f1,c57361aa-6c8d-4b80-9888-53a309e3ec25
